loan_amount,annual_income,total_balance,total_credit_limit,total_monthly_debt,monthly_income,age,past_delinquencies,default
17875,30159,22602,17697,3132,2513.25,21,1,1
6622,42145,21409,24629,3416,3512.0833333333335,61,0,0
21725,110909,12110,18386,967,9242.416666666666,23,1,0
20646,61921,7073,27046,1365,5160.083333333333,64,1,0
22029,46237,36310,18044,3481,3853.0833333333335,35,2,1
34402,38244,16282,19615,2061,3187.0,51,2,1
9263,44743,11195,15060,1733,3728.5833333333335,36,1,1
35987,76101,2537,20900,1103,6341.75,30,3,1
13646,114227,18138,15581,2160,9518.916666666666,49,0,0
32529,86378,25207,44782,3562,7198.166666666667,26,0,1
16664,101126,21619,30173,1596,8427.166666666666,49,1,1
29027,86071,25845,22997,2515,7172.583333333333,37,3,1
34373,101121,25310,17148,2158,8426.75,42,1,1
25609,104763,38899,28748,3880,8730.25,44,4,1
24250,42237,31562,24022,2233,3519.75,37,0,1
26172,45649,29036,30013,2113,3804.0833333333335,41,1,1
16555,67713,9697,48687,1359,5642.75,31,2,0
26874,103463,18513,25886,3757,8621.916666666666,27,0,0
18081,75409,4145,35256,2379,6284.083333333333,62,0,1
29063,78766,28818,40005,1776,6563.833333333333,59,0,1
11819,76154,31544,16638,512,6346.166666666667,25,0,1
30712,37016,14100,47419,2846,3084.6666666666665,64,0,0
29762,109563,21104,43377,1599,9130.25,41,1,0
16046,78688,5067,46634,1574,6557.333333333333,38,2,1
36463,119678,37963,26755,1286,9973.166666666666,55,3,1
33769,84238,31728,33382,648,7019.833333333333,40,3,1
28150,88608,33317,32394,2254,7384.0,35,3,1
7711,119081,32416,12253,2669,9923.416666666666,25,2,1
9853,61897,3509,47710,3782,5158.083333333333,33,1,0
34077,80961,22400,10864,1803,6746.75,32,2,1
28863,98703,7533,44036,3085,8225.25,41,1,0
26792,74757,15670,23666,1679,6229.75,57,1,0
13942,56917,4932,30955,3809,4743.083333333333,26,1,0
6762,52736,39328,47997,2923,4394.666666666667,27,2,0
36987,57990,37784,26309,581,4832.5,46,1,0
20850,92551,24723,14054,991,7712.583333333333,62,0,1
17112,88161,1719,10935,2903,7346.75,28,0,0
29058,109623,1074,32778,2525,9135.25,29,2,0
5481,52440,27498,26709,1424,4370.0,47,0,1
37921,65205,32345,19726,1796,5433.75,24,1,1
6524,110811,21541,30245,2103,9234.25,41,1,1
39888,85103,35917,44753,3615,7091.916666666667,51,2,1
20048,100812,27028,24252,3552,8401.0,41,3,1
39008,71627,30545,31316,2096,5968.916666666667,60,1,0
5060,49008,15033,47371,622,4084.0,45,1,0
14130,101274,32673,29162,3920,8439.5,59,0,1
23023,62402,31974,25960,1207,5200.166666666667,35,4,1
18350,83384,24097,40791,2877,6948.666666666667,55,0,0
29354,35793,37975,35216,3980,2982.75,63,2,1
33145,35571,28608,42467,1490,2964.25,61,0,1
39020,46209,24525,17754,2870,3850.75,57,0,1
25587,73148,16043,14078,3682,6095.666666666667,62,4,0
14650,32224,12725,22853,3317,2685.3333333333335,48,4,1
24933,78695,37704,14042,2540,6557.916666666667,34,4,1
25581,62441,38383,24389,3660,5203.416666666667,24,1,0
28393,69129,30483,40425,2980,5760.75,40,3,1
28051,92368,8265,12575,1209,7697.333333333333,54,3,1
31212,74760,23763,49522,1293,6230.0,32,0,1
9090,53478,11116,38179,1211,4456.5,53,0,0
11960,101854,16733,44754,3670,8487.833333333334,44,3,0
26520,115716,26502,28624,3086,9643.0,40,1,1
33470,42180,38420,30350,3148,3515.0,25,4,1
25491,45372,10247,36681,3717,3781.0,58,2,1
6341,59796,24840,33988,2217,4983.0,50,0,1
29791,88272,22058,25470,756,7356.0,44,0,1
5338,119963,35929,34704,1712,9996.916666666666,63,1,0
10895,84040,19635,48736,3811,7003.333333333333,60,1,1
17254,105357,26628,39377,1370,8779.75,27,1,1
16344,101368,32362,38572,3446,8447.333333333334,56,1,1
6750,108356,21953,17493,2231,9029.666666666666,58,0,0
7421,46211,20128,14103,1308,3850.9166666666665,36,1,1
10319,35842,13061,44844,3224,2986.8333333333335,35,1,1
20896,93115,7041,12994,770,7759.583333333333,43,2,1
16918,96852,13673,13744,2043,8071.0,32,0,0
30064,75968,22059,37332,1049,6330.666666666667,49,3,1
32935,47508,35328,15594,1637,3959.0,64,3,1
34711,52005,18548,17371,3910,4333.75,35,0,1
9806,84575,16078,28028,1067,7047.916666666667,49,2,0
17182,110742,6419,45912,3533,9228.5,63,5,0
27297,48971,36490,23990,858,4080.9166666666665,41,2,1
24541,55599,11550,26626,2173,4633.25,35,0,0
33921,117592,31337,30469,2137,9799.333333333334,34,3,1
21774,96914,2468,17130,1857,8076.166666666667,62,0,0
13820,97055,25309,16828,2212,8087.916666666667,64,1,1
29070,117697,1808,49099,3740,9808.083333333334,36,2,1
9232,35355,25747,27883,1862,2946.25,35,0,1
16122,84120,7719,28542,1297,7010.0,62,1,0
20023,104619,17363,20450,1784,8718.25,24,2,1
13007,68342,29718,30423,1386,5695.166666666667,47,1,0
22905,115992,29801,12035,2258,9666.0,43,0,1
34398,108860,38841,27241,1722,9071.666666666666,49,1,0
39268,32257,9012,33154,2758,2688.0833333333335,61,3,1
11737,57364,19029,35625,786,4780.333333333333,29,3,0
30510,54972,1767,43066,2215,4581.0,63,0,1
24426,56654,4895,43691,2285,4721.166666666667,63,5,1
22850,110769,16332,23331,1242,9230.75,27,4,1
5614,111423,15621,30690,2005,9285.25,62,2,1
26776,59320,12334,29183,2540,4943.333333333333,24,0,0
29077,50808,19174,49346,1546,4234.0,25,1,0
14374,82389,34653,14875,3680,6865.75,25,0,1
35907,64773,37674,22254,795,5397.75,31,1,0
18409,81168,38260,38621,2553,6764.0,61,1,1
21514,57747,3073,20905,3097,4812.25,48,3,0
34866,106396,7269,25882,1180,8866.333333333334,36,1,0
7983,113692,18194,29041,2391,9474.333333333334,61,0,1
36705,87505,27811,39098,1294,7292.083333333333,50,1,1
25662,115896,7841,43709,702,9658.0,24,2,1
28510,48135,35800,44675,824,4011.25,22,0,0
17651,77377,10699,14837,3372,6448.083333333333,23,2,1
33535,53554,11762,34489,2791,4462.833333333333,41,0,0
11640,92491,3147,27627,826,7707.583333333333,26,1,0
20317,85621,34383,15696,1486,7135.083333333333,63,1,0
12564,88283,34715,23543,3618,7356.916666666667,38,3,1
32345,115140,39445,22615,1260,9595.0,64,1,1
33687,46923,3013,11466,1536,3910.25,25,1,1
18737,77591,21081,40771,1406,6465.916666666667,29,2,1
14323,92261,17874,28350,1903,7688.416666666667,40,4,1
20229,84336,38755,10375,864,7028.0,48,2,1
13502,104083,9733,43030,3913,8673.583333333334,46,1,1
5545,90948,10479,30746,1744,7579.0,38,1,1
34430,63002,10825,32886,2620,5250.166666666667,39,0,0
14996,110098,22304,42651,2148,9174.833333333334,23,2,1
32788,103016,36694,17833,1569,8584.666666666666,29,2,1
34969,56672,16635,11893,773,4722.666666666667,56,2,1
18919,34213,21760,40573,2755,2851.0833333333335,51,1,1
8810,40293,10490,41371,2452,3357.75,37,2,1
35586,85860,22252,21826,2384,7155.0,43,2,0
21371,92507,7862,44420,623,7708.916666666667,54,2,0
34629,87134,5423,31924,3581,7261.166666666667,61,1,0
13436,32100,11450,43367,1852,2675.0,61,3,0
17984,91997,35841,31199,3758,7666.416666666667,25,3,1
38039,58172,23554,35868,3090,4847.666666666667,35,1,1
24895,50132,32826,18792,2191,4177.666666666667,23,3,1
23155,48199,7825,30597,2607,4016.5833333333335,39,2,1
15616,66609,13454,46405,3446,5550.75,48,4,0
29574,72965,25251,42696,3433,6080.416666666667,23,2,1
8430,38016,21648,25989,3329,3168.0,58,3,1
17676,69779,25530,38931,941,5814.916666666667,24,1,1
15816,61881,13516,19290,1740,5156.75,44,3,1
37733,112594,9558,48367,1410,9382.833333333334,51,1,1
25144,54472,9719,24342,1525,4539.333333333333,31,3,1
7050,81813,5886,34941,2059,6817.75,57,0,0
38933,66021,29185,23945,2241,5501.75,21,0,0
29951,84131,38387,20762,3379,7010.916666666667,29,1,1
37413,54087,22575,40133,3555,4507.25,37,2,1
39801,42828,11100,37052,2234,3569.0,21,1,1
37913,91610,8856,29953,3927,7634.166666666667,23,0,1
30280,31401,39169,27130,1125,2616.75,46,2,1
29557,115179,29804,41086,2190,9598.25,51,0,0
9494,45193,36790,14633,3736,3766.0833333333335,46,3,1
20152,74864,31988,27304,1497,6238.666666666667,43,2,1
28895,50307,11912,42284,3281,4192.25,50,2,1
14155,49611,39506,17008,590,4134.25,30,1,1
36883,73791,23368,37405,2714,6149.25,28,0,1
6828,41950,2770,46386,3506,3495.8333333333335,64,0,0
37123,106240,13305,35373,706,8853.333333333334,45,1,1
5806,107403,10969,30827,3853,8950.25,42,2,1
34757,32745,13404,43040,1588,2728.75,35,4,1
39636,85243,9989,23007,2411,7103.583333333333,61,3,1
19561,33866,36983,28157,1015,2822.1666666666665,30,3,1
29262,62245,20360,42157,1680,5187.083333333333,40,2,0
19899,74724,21121,45315,2292,6227.0,61,1,0
20934,101354,27287,45932,3294,8446.166666666666,43,0,0
39157,81374,35160,31164,2853,6781.166666666667,21,2,1
16593,60116,7789,24414,2401,5009.666666666667,22,0,1
22320,111029,28181,24327,2505,9252.416666666666,39,4,1
32376,50447,15385,10946,894,4203.916666666667,34,2,1
19199,60431,18061,24693,1597,5035.916666666667,28,0,0
20876,47908,1105,37241,686,3992.3333333333335,58,0,1
13245,59336,22137,40254,2097,4944.666666666667,32,1,1
12214,70992,35714,25540,3908,5916.0,46,1,1
5726,85350,6544,16719,2091,7112.5,47,2,1
16362,99561,14275,35081,3170,8296.75,49,0,0
23297,81955,35550,21350,1229,6829.583333333333,35,0,1
35448,91240,20641,46358,739,7603.333333333333,21,1,0
31172,50093,7213,42021,3080,4174.416666666667,63,2,0
12657,36155,15485,38369,640,3012.9166666666665,48,1,0
23850,76607,16605,41728,3836,6383.916666666667,23,3,0
30425,63487,38637,27576,638,5290.583333333333,38,1,1
31685,85668,21390,39001,3006,7139.0,54,1,1
29578,50963,10867,27848,569,4246.916666666667,52,3,1
33831,80124,4981,10390,884,6677.0,49,2,0
12906,82870,10493,31999,1129,6905.833333333333,45,2,0
12287,86547,6682,21569,2745,7212.25,46,1,1
38660,94110,6782,23029,704,7842.5,59,3,0
15222,83554,30799,32490,2249,6962.833333333333,28,2,1
39701,50936,17984,45328,1067,4244.666666666667,39,2,0
22764,34426,23760,15867,1481,2868.8333333333335,62,2,1
22674,118839,26993,25284,1304,9903.25,42,1,0
23024,57606,2524,43979,2210,4800.5,49,2,1
28874,77832,27120,19121,3406,6486.0,53,1,1
37284,58151,1078,11539,1381,4845.916666666667,58,0,1
22602,109303,36891,35488,2535,9108.583333333334,55,2,1
28265,41308,26473,27027,1473,3442.3333333333335,63,1,1
30931,92522,9417,18693,1139,7710.166666666667,23,4,0
33841,75671,14362,18921,1954,6305.916666666667,39,2,0
34192,32204,2209,20310,824,2683.6666666666665,30,1,0
20585,117265,38921,40908,941,9772.083333333334,47,0,0
30559,61131,5898,14386,1303,5094.25,35,0,0
38742,82428,19562,42263,2835,6869.0,31,2,1
9133,63870,11871,38412,725,5322.5,46,1,1
19663,79067,8610,27303,1587,6588.916666666667,44,1,0
26754,88585,28382,22242,1466,7382.083333333333,33,2,0
8972,51607,16791,18947,3485,4300.583333333333,52,0,1
10295,54968,36312,15930,1059,4580.666666666667,57,4,1
34125,41908,39290,48170,1213,3492.3333333333335,24,1,0
14903,56423,3370,10507,997,4701.916666666667,33,0,0
8020,104707,20665,11436,3396,8725.583333333334,29,2,1
25420,108257,5710,37151,3473,9021.416666666666,54,0,1
26452,91215,1328,21618,2607,7601.25,57,0,0
14516,85835,39347,18750,3968,7152.916666666667,27,0,1
7396,79429,21612,26122,756,6619.083333333333,21,0,1
23546,112152,7794,17354,1076,9346.0,32,4,1
24129,68458,33888,40979,2786,5704.833333333333,41,2,0
6591,76169,7749,30900,537,6347.416666666667,31,4,0
16303,37659,21608,23840,2572,3138.25,64,1,0
35561,90614,16450,47167,909,7551.166666666667,64,2,0
11183,107240,4675,15037,960,8936.666666666666,64,1,0
31572,62793,19460,38633,3535,5232.75,34,0,1
39080,76473,39411,34495,1940,6372.75,54,1,1
25695,119388,12560,25848,2904,9949.0,54,2,0
12314,118330,33463,46483,882,9860.833333333334,45,2,1
24623,85751,32663,17837,2332,7145.916666666667,24,2,1
7139,108915,4170,44069,3729,9076.25,46,1,1
36290,84254,34123,17370,1068,7021.166666666667,36,1,1
23088,37006,29810,16411,1571,3083.8333333333335,30,2,1
38130,104218,10718,49133,3899,8684.833333333334,22,0,1
37088,95344,1028,40499,932,7945.333333333333,55,0,0
31292,63840,18397,40225,555,5320.0,39,1,0
25670,62430,3024,10692,3124,5202.5,26,2,1
8738,53091,39607,38926,2815,4424.25,39,3,1
7469,62983,14503,44246,2616,5248.583333333333,28,2,0
27534,53989,11303,49164,2251,4499.083333333333,34,1,0
14017,105451,18138,18448,2547,8787.583333333334,30,2,1
7808,48990,26345,20073,1401,4082.5,23,1,1
17713,110360,30505,45414,2124,9196.666666666666,58,3,0
7719,66081,2906,15209,3340,5506.75,49,1,0
27890,41033,8961,16533,756,3419.4166666666665,35,0,0
16700,46241,27140,31061,1171,3853.4166666666665,43,1,1
31705,35939,13031,17211,989,2994.9166666666665,43,0,0
23787,77562,16128,19927,3293,6463.5,38,3,1
31588,65063,16663,21927,2596,5421.916666666667,39,1,1
31123,106721,35228,34594,2182,8893.416666666666,48,2,0
38062,57045,16682,19316,815,4753.75,46,1,1
15177,74769,16193,22177,2960,6230.75,30,4,1
26727,77118,29561,20846,933,6426.5,24,0,1
35220,114703,8766,17933,1525,9558.583333333334,22,0,0
14882,51625,30844,48244,2475,4302.083333333333,23,2,0
6136,57076,30432,12080,3716,4756.333333333333,27,1,1
39832,94805,30504,16089,2479,7900.416666666667,36,2,1
36966,74605,38146,36123,1889,6217.083333333333,51,1,1
12009,114565,21858,17797,919,9547.083333333334,30,1,0
17987,118509,4071,18346,2096,9875.75,39,0,0
36575,69121,17939,29878,2084,5760.083333333333,48,2,1
6007,95101,25931,43672,1343,7925.083333333333,37,1,0
10445,61433,2040,27653,1967,5119.416666666667,48,0,0
15706,73309,3686,36140,3463,6109.083333333333,39,2,0
34257,97468,13666,11184,933,8122.333333333333,57,2,1
26736,74254,36321,44493,3190,6187.833333333333,43,1,1
18281,97293,2779,34846,2078,8107.75,40,1,0
6435,67853,14186,32195,2604,5654.416666666667,33,2,1
38339,68405,17459,15606,1463,5700.416666666667,33,1,1
30821,96652,21710,13956,1476,8054.333333333333,63,1,1
31660,73527,23219,26555,3749,6127.25,31,2,0
10084,107227,6057,34849,3864,8935.583333333334,35,0,0
21661,30492,19733,28690,545,2541.0,37,3,1
18507,38811,20157,36347,1693,3234.25,48,2,1
12059,54272,36030,43189,3842,4522.666666666667,39,1,0
23271,102010,20613,48308,916,8500.833333333334,24,3,0
12491,77153,18492,35785,1347,6429.416666666667,42,5,0
19859,84110,21746,42698,2686,7009.166666666667,42,1,1
13073,43979,6188,25966,746,3664.9166666666665,57,1,0
14077,58328,30680,41097,3719,4860.666666666667,59,2,0
25953,42867,38825,25882,729,3572.25,54,2,1
16383,89234,37766,14675,1291,7436.166666666667,53,0,1
7353,55851,9864,23009,1136,4654.25,64,0,1
28821,61279,37445,37843,2921,5106.583333333333,62,4,1
29860,103402,6796,39793,3651,8616.833333333334,60,1,1
26195,45449,9123,49516,1237,3787.4166666666665,53,0,0
16939,106221,9222,48871,1588,8851.75,32,0,0
30338,119080,25074,27857,587,9923.333333333334,22,2,0
26730,35451,30825,29627,3659,2954.25,48,2,1
26427,117178,37839,28565,1212,9764.833333333334,30,3,1
32083,71316,3786,36025,2249,5943.0,42,1,0
26510,93064,34638,37832,1727,7755.333333333333,37,2,1
12813,93761,37964,19782,2436,7813.416666666667,46,2,1
36598,68870,26988,48650,1905,5739.166666666667,23,2,1
32570,60873,36507,32366,1100,5072.75,27,0,0
32082,88627,34708,38557,1999,7385.583333333333,64,1,1
34241,96155,34108,15798,3086,8012.916666666667,28,2,1
35678,55372,30715,19627,713,4614.333333333333,40,0,1
16745,33642,24806,22466,2621,2803.5,32,0,1
31029,58001,37901,22720,2608,4833.416666666667,55,3,1
18025,64064,18043,47292,1197,5338.666666666667,37,2,1
19288,44122,11225,16559,1742,3676.8333333333335,48,2,1
28650,54820,10752,29158,2559,4568.333333333333,61,1,0
11540,98431,4457,40916,3361,8202.583333333334,30,1,1
37232,85745,10241,32057,3986,7145.416666666667,42,0,1
21422,80081,1453,45892,2579,6673.416666666667,58,3,0
8342,100902,10896,21706,1683,8408.5,53,1,0
15396,38711,22826,22070,1500,3225.9166666666665,42,0,1
22482,115132,11976,10924,736,9594.333333333334,64,3,1
28411,48793,34586,36478,1704,4066.0833333333335,57,1,1
18261,38199,5868,15506,3105,3183.25,33,2,1
8093,106253,17396,45163,3912,8854.416666666666,47,1,0
16722,66191,32634,34604,1981,5515.916666666667,35,0,1
27042,40211,13171,25310,1603,3350.9166666666665,42,2,0
33087,93069,25111,18226,1146,7755.75,50,0,1
37347,118896,34688,21781,3534,9908.0,63,1,1
38756,86746,22304,15515,3367,7228.833333333333,60,1,1
21335,51542,29253,46133,972,4295.166666666667,57,1,0
33602,61312,31980,26972,611,5109.333333333333,54,1,0
39450,75242,3017,42092,3863,6270.166666666667,64,1,1
37196,117893,8957,21410,2345,9824.416666666666,54,0,0
10626,85388,5792,29522,2154,7115.666666666667,55,5,0
12424,57691,14237,19095,882,4807.583333333333,62,0,1
17857,107960,17251,33047,516,8996.666666666666,39,0,1
24982,114388,20252,30470,992,9532.333333333334,28,3,0
16425,52601,11707,18531,3902,4383.416666666667,59,1,1
6980,48020,35206,47038,3473,4001.6666666666665,53,3,1
31431,38155,29740,32403,2396,3179.5833333333335,64,2,1
24440,99119,4543,39122,2009,8259.916666666666,48,2,0
22175,111051,36031,26940,3977,9254.25,57,1,1
31385,66777,1211,39831,616,5564.75,45,2,1
28019,49710,1331,21279,2078,4142.5,56,0,1
23639,54532,24244,48220,1379,4544.333333333333,37,1,1
24994,48601,9169,16477,2662,4050.0833333333335,44,0,1
39375,93227,23104,27400,2318,7768.916666666667,41,1,1
26563,34967,15591,16470,2072,2913.9166666666665,22,0,1
10776,114289,32711,12062,3361,9524.083333333334,51,1,1
8380,50022,1727,29880,2148,4168.5,64,1,0
13711,73463,22359,44581,1143,6121.916666666667,53,3,1
13782,104671,37011,24308,1859,8722.583333333334,50,0,0
22434,35722,38863,36027,835,2976.8333333333335,32,0,1
25017,57413,23998,40720,3469,4784.416666666667,64,2,0
35707,111050,11929,45081,646,9254.166666666666,32,1,0
22343,115867,15842,19706,621,9655.583333333334,44,4,1
10655,113596,24519,19837,580,9466.333333333334,44,0,0
20251,96732,18393,48599,3232,8061.0,31,1,1
5526,42297,35318,46824,3209,3524.75,33,2,1
8224,98323,9995,43073,2922,8193.583333333334,47,4,0
16536,53816,29656,42088,2610,4484.666666666667,28,3,1
33541,70695,16567,38112,1003,5891.25,30,1,1
18547,49702,29840,36299,1167,4141.833333333333,28,1,0
39531,55242,24831,44457,2996,4603.5,40,2,1
13712,85841,14265,40063,3999,7153.416666666667,28,0,0
14208,97712,6424,13917,3415,8142.666666666667,29,1,1
10109,115663,21625,12936,3998,9638.583333333334,27,0,1
21967,83574,15086,46630,1944,6964.5,34,1,1
34759,115744,30187,24506,1845,9645.333333333334,48,0,1
25172,58482,36929,38805,3227,4873.5,22,4,1
31589,39171,21539,24318,1689,3264.25,63,1,1
35015,33696,26103,36026,2120,2808.0,28,5,1
34009,50058,28874,37672,2480,4171.5,33,1,1
22773,50313,10215,48417,2172,4192.75,41,0,1
31143,49149,23044,37281,3008,4095.75,48,2,1
11154,83521,12926,38091,958,6960.083333333333,55,1,0
26804,75740,32501,48328,1712,6311.666666666667,43,2,0
25581,34956,30774,28610,963,2913.0,35,3,1
35087,105731,26008,11079,1411,8810.916666666666,22,2,1
37981,112612,18560,39850,2926,9384.333333333334,32,0,1
8762,96641,25340,30590,1525,8053.416666666667,56,1,0
14768,93811,25976,40951,2911,7817.583333333333,23,2,1
13783,82160,28626,25327,571,6846.666666666667,25,0,1
34781,81313,33720,22755,1950,6776.083333333333,23,0,1
35811,93232,36001,17235,3185,7769.333333333333,39,4,1
13905,45417,5700,27197,1693,3784.75,22,1,1
14127,54729,8860,31473,3776,4560.75,64,2,0
27431,60099,8526,12031,2348,5008.25,57,2,0
11368,59961,39327,24287,2884,4996.75,37,0,0
32424,42602,3513,48679,2522,3550.1666666666665,34,2,0
23333,39256,8830,42230,2742,3271.3333333333335,48,3,1
28116,116120,15781,29037,1511,9676.666666666666,47,2,0
20525,64681,8910,37052,1152,5390.083333333333,30,2,1
28398,117440,16847,13340,1798,9786.666666666666,23,0,1
37857,94789,6649,11141,506,7899.083333333333,56,0,0
15361,73361,10120,35425,1404,6113.416666666667,58,3,0
21369,94503,2951,29281,3526,7875.25,45,1,0
8041,64540,11165,30425,2528,5378.333333333333,42,1,0
5105,56536,15352,44806,3113,4711.333333333333,59,1,0
14078,114700,10746,42113,1115,9558.333333333334,50,2,0
30003,93043,29997,14270,2373,7753.583333333333,41,3,1
11090,108532,25183,14683,3120,9044.333333333334,50,2,1
6925,86575,9804,49884,3146,7214.583333333333,48,1,1
23440,32871,28169,39809,1269,2739.25,51,0,1
31015,76002,1595,44552,3749,6333.5,46,0,0
38320,79812,30592,13786,2789,6651.0,63,1,1
30291,52626,21823,31650,3774,4385.5,42,2,1
31289,89979,6972,38706,2066,7498.25,41,2,1
8389,106057,16882,19190,1985,8838.083333333334,21,2,0
30683,96668,1858,48196,3651,8055.666666666667,57,0,1
18629,110070,6519,49449,1940,9172.5,33,3,1
29826,119390,24769,49661,1265,9949.166666666666,41,2,0
31630,72998,26020,39709,883,6083.166666666667,29,3,1
38226,93814,38085,24892,2938,7817.833333333333,37,1,1
37975,75607,20838,19643,3443,6300.583333333333,41,2,1
5899,37812,13879,19943,1187,3151.0,51,1,1
16653,91844,34798,31042,1649,7653.666666666667,59,2,1
32961,100093,25290,16869,546,8341.083333333334,42,1,1
21405,32179,11255,30918,2472,2681.5833333333335,32,2,1
13601,73798,2447,38379,3166,6149.833333333333,26,0,0
38662,104601,30195,35274,963,8716.75,36,0,1
38282,38275,3850,27696,2372,3189.5833333333335,46,2,1
26288,80574,29400,12962,622,6714.5,25,0,1
34545,77857,12953,23851,2681,6488.083333333333,29,0,0
20313,50700,24535,15296,2142,4225.0,60,2,1
20349,69464,11000,24745,1340,5788.666666666667,34,1,0
12179,72351,10503,15730,2085,6029.25,64,6,1
15326,112534,16493,23921,3396,9377.833333333334,62,1,0
6560,43869,5055,42894,3154,3655.75,50,1,1
18612,90315,39170,15602,2303,7526.25,46,0,1
22650,50954,33408,27575,522,4246.166666666667,49,1,1
31745,61555,35440,29023,1065,5129.583333333333,39,1,0
36890,93353,29251,25997,2409,7779.416666666667,28,4,1
25022,112190,5532,27750,3313,9349.166666666666,43,0,1
9780,75026,5924,32837,1464,6252.166666666667,62,1,0
23311,76976,13546,24997,2782,6414.666666666667,55,0,0
33380,110578,27579,49439,1495,9214.833333333334,51,1,1
7356,75095,7085,33067,3630,6257.916666666667,55,1,1
9790,44270,13390,30923,1687,3689.1666666666665,52,0,1
31911,60908,14280,18876,2294,5075.666666666667,25,0,1
29363,45523,25118,12887,1325,3793.5833333333335,36,0,1
25049,92433,5864,46854,715,7702.75,37,2,0
15181,77068,34989,46948,3754,6422.333333333333,52,1,1
21082,49991,36628,12841,1156,4165.916666666667,58,1,1
5661,40775,27849,38756,3482,3397.9166666666665,52,2,0
7920,107801,28566,16040,1613,8983.416666666666,40,4,1
30658,114995,11702,20304,2487,9582.916666666666,22,2,0
19025,91250,16385,40341,810,7604.166666666667,40,0,0
13946,46673,10336,14758,1056,3889.4166666666665,38,1,0
33706,57056,32225,27010,3519,4754.666666666667,21,1,1
21309,36614,37021,41658,2804,3051.1666666666665,49,4,1
38120,37415,4782,47782,3080,3117.9166666666665,49,0,0
35027,118691,24341,11375,2056,9890.916666666666,39,1,1
12005,73884,25094,43949,551,6157.0,64,1,1
5956,46964,24866,32092,1861,3913.6666666666665,60,2,1
39839,67726,20049,10490,1694,5643.833333333333,26,1,1
13595,67044,31992,13729,3638,5587.0,64,5,1
17803,87149,15567,15974,2148,7262.416666666667,59,2,0
30963,67544,4513,29680,2847,5628.666666666667,28,0,1
38723,79976,14335,28324,1171,6664.666666666667,44,1,0
20282,62252,39590,41334,1277,5187.666666666667,40,2,1
9703,33832,15837,31398,1331,2819.3333333333335,34,1,1
11563,110437,13122,44650,2779,9203.083333333334,25,1,1
30849,64148,35840,31292,3522,5345.666666666667,61,1,1
36860,91240,32007,45755,2360,7603.333333333333,60,0,1
36585,118454,28684,48353,3639,9871.166666666666,54,0,0
27015,115076,27393,13159,2029,9589.666666666666,36,0,1
17003,107116,23754,42626,2575,8926.333333333334,27,3,1
31958,83459,21799,39351,2472,6954.916666666667,36,0,1
31017,68402,39727,47298,1574,5700.166666666667,27,1,0
16171,87727,10107,27065,2216,7310.583333333333,47,2,0
17201,68578,6993,31638,1783,5714.833333333333,34,1,0
34426,52318,31805,11073,1090,4359.833333333333,34,1,1
22778,105715,29114,28771,3332,8809.583333333334,64,1,1
26116,107787,38789,45461,3167,8982.25,53,1,1
38297,115029,17138,39320,2486,9585.75,53,1,1
24342,50466,10190,14340,3133,4205.5,64,2,1
32490,75475,27723,44924,1501,6289.583333333333,40,2,0
24975,90142,13886,26184,2731,7511.833333333333,56,1,1
31723,115160,17779,12580,1546,9596.666666666666,27,1,1
28279,56564,29174,38967,2676,4713.666666666667,52,2,1
17765,52412,30086,12159,2838,4367.666666666667,23,1,1
16561,81001,18322,23900,2355,6750.083333333333,59,2,0
5525,87649,36278,21440,1000,7304.083333333333,49,1,1
27861,90957,19033,24678,2733,7579.75,44,3,1
38142,65517,21074,22021,978,5459.75,42,2,1
31916,43156,4435,16772,2094,3596.3333333333335,26,1,1
9648,53064,36969,11627,3039,4422.0,44,2,1
35523,55711,29942,18219,1012,4642.583333333333,60,4,1
34052,60106,30059,33464,3638,5008.833333333333,43,0,1
39414,95458,33826,40232,3014,7954.833333333333,58,3,1
37781,46589,31297,18488,2832,3882.4166666666665,30,1,1
9599,119272,22322,44949,1100,9939.333333333334,36,3,0
8814,116511,36739,49932,1940,9709.25,31,0,0
31616,37214,10719,28981,1623,3101.1666666666665,52,0,0
7113,115731,15017,10901,688,9644.25,26,1,0
18760,57127,9314,32444,1488,4760.583333333333,44,4,1
26927,35141,29295,28061,3437,2928.4166666666665,53,2,1
25939,58884,10628,12881,2381,4907.0,32,3,1
37419,32708,12492,39863,887,2725.6666666666665,47,2,1
17588,48375,37113,15622,2788,4031.25,58,4,1
38397,45088,16357,11378,2305,3757.3333333333335,38,5,1
21653,87615,34329,27632,2533,7301.25,59,2,1
15831,75046,21365,38311,2254,6253.833333333333,33,1,1
10724,40014,2737,15650,2964,3334.5,60,2,0
16083,94425,10096,17036,2723,7868.75,50,2,0
24816,33273,20938,49255,886,2772.75,61,1,1
11276,77135,13682,32499,1994,6427.916666666667,33,3,0
18994,60881,28499,47016,1352,5073.416666666667,54,2,0
28499,108077,1294,14603,3804,9006.416666666666,56,3,0
28040,38712,33536,37773,3210,3226.0,50,0,1
21959,104704,25596,29937,951,8725.333333333334,45,1,1
11099,82874,33649,22632,2824,6906.166666666667,22,1,1
24576,99087,12434,40607,3800,8257.25,56,1,1
11116,42297,39098,36337,3742,3524.75,38,1,1
20563,57128,5655,10220,2258,4760.666666666667,25,0,0
31788,98368,18493,14818,712,8197.333333333334,39,1,0
31928,117599,4771,17349,3853,9799.916666666666,62,3,1
